	ID	cluster	start	stop	strand	family	length of spanned region	genome	contig
300	B4_4_IS_10	IS1182_100	127107	128693	-	IS1182	1586	B4	B4_4
303	B4_4_IS_11	IS110_170	131867	133157	-	IS110	1290	B4	B4_4
306	B4_4_IS_12	IS3_168	134642	135874	+	IS3	1232	B4	B4_4
309	B4_4_IS_13	IS3_271	148986	150155		IS3	1169	B4	B4_4
312	B4_4_IS_14	IS110_179	167250	168846	-	IS110	1596	B4	B4_4
315	B4_4_IS_15	IS3_271	204464	205577		IS3	1113	B4	B4_4
318	B4_5_IS_1	ISNCY_86	6284	8311	-	ISNCY	2027	B4	B4_5
321	B4_5_IS_2	IS3_271	29144	30006	+	IS3	862	B4	B4_5
324	B4_5_IS_3	IS3_271	31639	32686	-	IS3	1047	B4	B4_5
0	L12_1_IS_1	IS3_239|IS3||protein:plasmid:133558	122573	124080	-	IS3	1507	L12	L12_1
3	L12_1_IS_2	IS3_239|IS3||protein:plasmid:133558	125949	127456	+	IS3	1507	L12	L12_1
6	L12_1_IS_3	IS110_184	287417	288804	+	IS110	1387	L12	L12_1
9	L12_1_IS_4	IS110_184	306645	307991	+	IS110	1346	L12	L12_1
12	L12_1_IS_5	IS1182_100	615876	617440	+	IS1182	1564	L12	L12_1
15	L12_1_IS_6	IS110_184	2006282	2007628		IS110	1346	L12	L12_1
18	L12_1_IS_7	IS3_271	2583745	2584961	+	IS3	1216	L12	L12_1
21	L12_1_IS_8	IS3_239|IS3||protein:plasmid:133558	2595238	2596747	-	IS3	1509	L12	L12_1
24	L12_1_IS_9	IS3_239|IS3||protein:plasmid:133558	2602031	2603540		IS3	1509	L12	L12_1
27	L12_1_IS_10	IS1182_100	2823942	2825523	+	IS1182	1581	L12	L12_1
30	L12_1_IS_11	IS5_222	2844479	2845556	+	IS5	1077	L12	L12_1
33	L12_2_IS_1	new_36	126583	130235		new	3652	L12	L12_2
36	L12_2_IS_2	IS6_292	136669	137487	-	IS6	818	L12	L12_2
39	L12_2_IS_3	new_36	186297	189956	+	new	3659	L12	L12_2
42	L12_3_IS_1	IS3_239|IS3||protein:plasmid:133558	6129	7636	+	IS3	1507	L12	L12_3
45	L12_3_IS_2	IS3_239|IS3||protein:plasmid:133558	15699	17206	-	IS3	1507	L12	L12_3
48	L12_3_IS_3	IS1182_100	30403	31934	-	IS1182	1531	L12	L12_3
51	L12_3_IS_4	IS91_83	126148	127847	-	IS91	1699	L12	L12_3
54	L12_3_IS_5	IS5_222	127413	128485		IS5	1072	L12	L12_3
57	L12_3_IS_6	IS5_222	141818	143206	-	IS5	1388	L12	L12_3
58	L12_3_IS_7	IS3_239|IS3||protein:plasmid:133558	144687	146194	-	IS3	1507	L12	L12_3
61	L12_3_IS_8	IS3_239|IS3||protein:plasmid:133558	153870	155376	-	IS3	1506	L12	L12_3
64	L12_3_IS_9	IS3_239|IS3||protein:plasmid:133558	174993	176500	+	IS3	1507	L12	L12_3
67	L12_3_IS_10	IS3_239|IS3||protein:plasmid:133558	184558	186062		IS3	1504	L12	L12_3
70	L12_5_IS_1	IS1182_100	252	1839	+	IS1182	1587	L12	L12_5
73	L12_8_IS_1	IS1182_100	285997	287563	+	IS1182	1566	L12	L12_8
76	L12_8_IS_2	IS1182_100	287549	289089	+	IS1182	1540	L12	L12_8
79	L12_8_IS_3	IS1182_100	323081	324629	+	IS1182	1548	L12	L12_8
82	L12_8_IS_4	IS3_239|IS3||protein:plasmid:133558	572030	573547	+	IS3	1517	L12	L12_8
85	L12_8_IS_5	IS6_292	581601	582420	-	IS6	819	L12	L12_8
88	L12_8_IS_6	IS1182_100	585004	586536	+	IS1182	1532	L12	L12_8
91	L12_8_IS_7	IS6_292	610938	613842	-	IS6	2904	L12	L12_8
94	L12_8_IS_8	IS6_292	646579	648666	-	IS6	2087	L12	L12_8
0	AJ7_1_IS_1	IS5_302	48541	49397	-	IS5	856	AJ7	AJ7_1
3	AJ7_1_IS_2	IS1182_100	49676	51208	+	IS1182	1532	AJ7	AJ7_1
6	AJ7_1_IS_3	IS256_92	693243	694656		IS256	1413	AJ7	AJ7_1
9	AJ7_1_IS_4	IS5_108	695060	696560		IS5	1500	AJ7	AJ7_1
12	AJ7_1_IS_5	IS1182_100	868064	869595		IS1182	1531	AJ7	AJ7_1
15	AJ7_1_IS_6	IS5_108	873072	874571	+	IS5	1499	AJ7	AJ7_1
18	AJ7_1_IS_7	IS5_302	874753	875606	+	IS5	853	AJ7	AJ7_1
21	AJ7_1_IS_8	IS5_302	1002172	1003026	+	IS5	854	AJ7	AJ7_1
24	AJ7_1_IS_9	IS1634_37	1072291	1074180		IS1634	1889	AJ7	AJ7_1
27	AJ7_1_IS_10	IS5_108	1105072	1106566		IS5	1494	AJ7	AJ7_1
30	AJ7_1_IS_11	IS1634_37	1289529	1291419	-	IS1634	1890	AJ7	AJ7_1
33	AJ7_1_IS_12	IS5_108	1291473	1292968	-	IS5	1495	AJ7	AJ7_1
36	AJ7_1_IS_13	IS5_108	1293226	1294720		IS5	1494	AJ7	AJ7_1
39	AJ7_1_IS_14	IS5_108	1299907	1301404	+	IS5	1497	AJ7	AJ7_1
42	AJ7_1_IS_15	IS1182_100	1305019	1306552		IS1182	1533	AJ7	AJ7_1
45	AJ7_1_IS_16	IS5_108	1319075	1320571		IS5	1496	AJ7	AJ7_1
48	AJ7_1_IS_17	IS1634_37	1329600	1331490	+	IS1634	1890	AJ7	AJ7_1
51	AJ7_1_IS_18	IS5_302	1333306	1334161	+	IS5	855	AJ7	AJ7_1
54	AJ7_1_IS_19	IS5_222	1410257	1411341	-	IS5	1084	AJ7	AJ7_1
57	AJ7_1_IS_20	IS5_108	1433390	1434887	-	IS5	1497	AJ7	AJ7_1
60	AJ7_1_IS_21	IS5_222	1435479	1436529	-	IS5	1050	AJ7	AJ7_1
63	AJ7_1_IS_22	IS5_302	1524548	1525381	+	IS5	833	AJ7	AJ7_1
66	AJ7_1_IS_23	IS110_208	1733396	1734733	+	IS110	1337	AJ7	AJ7_1
69	AJ7_1_IS_24	IS5_108	1741194	1742691	+	IS5	1497	AJ7	AJ7_1
72	AJ7_1_IS_25	IS1634_37	1751734	1753623		IS1634	1889	AJ7	AJ7_1
75	AJ7_1_IS_26	IS256_92	1757291	1758705		IS256	1414	AJ7	AJ7_1
78	AJ7_1_IS_27	IS3_271	1890224	1891442	+	IS3	1218	AJ7	AJ7_1
81	AJ7_1_IS_28	IS1634_37	1906370	1908260	-	IS1634	1890	AJ7	AJ7_1
84	AJ7_1_IS_29	IS5_108	1915109	1916608	+	IS5	1499	AJ7	AJ7_1
87	AJ7_1_IS_30	IS110_208	1936912	1938256	-	IS110	1344	AJ7	AJ7_1
90	AJ7_1_IS_31	IS1634_37	1991496	1993386	-	IS1634	1890	AJ7	AJ7_1
93	AJ7_1_IS_32	IS5_108	2075686	2077182		IS5	1496	AJ7	AJ7_1
96	AJ7_1_IS_33	IS5_108	2082970	2084342	-	IS5	1372	AJ7	AJ7_1
99	AJ7_1_IS_34	IS1634_37	2091260	2093150	+	IS1634	1890	AJ7	AJ7_1
102	AJ7_1_IS_35	IS6_303	2118762	2119570	+	IS6	808	AJ7	AJ7_1
105	AJ7_1_IS_36	IS5_108	2124918	2126413	-	IS5	1495	AJ7	AJ7_1
108	AJ7_1_IS_37	IS110_184	2131547	2132869	-	IS110	1322	AJ7	AJ7_1
111	AJ7_1_IS_38	IS110_151	2145692	2147106	+	IS110	1414	AJ7	AJ7_1
114	AJ7_1_IS_39	IS1182_100	2147420	2148954	-	IS1182	1534	AJ7	AJ7_1
117	AJ7_1_IS_40	IS5_108	2175729	2177226	+	IS5	1497	AJ7	AJ7_1
120	AJ7_1_IS_41	IS5_302	2179054	2179889		IS5	835	AJ7	AJ7_1
123	AJ7_1_IS_42	IS1182_100	2209016	2210556	-	IS1182	1540	AJ7	AJ7_1
126	AJ7_1_IS_43	IS5_108	2221756	2223255	+	IS5	1499	AJ7	AJ7_1
129	AJ7_1_IS_44	IS256_92	2223979	2225394	+	IS256	1415	AJ7	AJ7_1
132	AJ7_1_IS_45	IS5_108	2276842	2278339	+	IS5	1497	AJ7	AJ7_1
135	AJ7_1_IS_46	IS5_108	2289654	2291152		IS5	1498	AJ7	AJ7_1
138	AJ7_1_IS_47	IS5_108	2510765	2512261		IS5	1496	AJ7	AJ7_1
141	AJ7_1_IS_48	IS5_108	2704032	2705527	+	IS5	1495	AJ7	AJ7_1
144	AJ7_1_IS_49	IS5_108	2729875	2731369		IS5	1494	AJ7	AJ7_1
147	AJ7_1_IS_50	IS5_279	3020686	3021521	+	IS5	835	AJ7	AJ7_1
150	AJ7_1_IS_51	IS256_92	3118004	3119418		IS256	1414	AJ7	AJ7_1
153	AJ7_1_IS_52	IS5_302	3121005	3121860	+	IS5	855	AJ7	AJ7_1
156	AJ7_1_IS_53	IS256_92	3124107	3125522	+	IS256	1415	AJ7	AJ7_1
159	AJ7_1_IS_54	IS1634_37	3126379	3128269	+	IS1634	1890	AJ7	AJ7_1
162	AJ7_1_IS_55	IS5_108	3128824	3130322		IS5	1498	AJ7	AJ7_1
165	AJ7_1_IS_56	IS1634_37	3134984	3136874	-	IS1634	1890	AJ7	AJ7_1
168	AJ7_1_IS_57	IS5_108	3138182	3139679	-	IS5	1497	AJ7	AJ7_1
171	AJ7_1_IS_58	IS1634_37	3145731	3147621	-	IS1634	1890	AJ7	AJ7_1
174	AJ7_1_IS_59	IS5_222	3164517	3165567	+	IS5	1050	AJ7	AJ7_1
177	AJ7_1_IS_60	IS1595_235	3360224	3361503	+	IS1595	1279	AJ7	AJ7_1
180	AJ7_1_IS_61	IS5_108	3361606	3363105	-	IS5	1499	AJ7	AJ7_1
183	AJ7_1_IS_62	IS5_108	3669936	3671435	-	IS5	1499	AJ7	AJ7_1
186	AJ7_1_IS_63	IS5_108	3907856	3909349		IS5	1493	AJ7	AJ7_1
189	AJ7_1_IS_64	IS630_247	4409152	4410178	+	IS630	1026	AJ7	AJ7_1
192	AJ7_2_IS_1	IS5_108	1232	2632	+	IS5	1400	AJ7	AJ7_2
195	AJ7_2_IS_2	IS481_240	16195	17314	+	IS481	1119	AJ7	AJ7_2
198	AJ7_3_IS_1	IS6_292	79058	79872	-	IS6	814	AJ7	AJ7_3
201	AJ7_3_IS_2	IS21_67	148957	151388	+	IS21	2431	AJ7	AJ7_3
204	AJ7_3_IS_3	IS5_279	188040	188877	-	IS5	837	AJ7	AJ7_3
207	AJ7_3_IS_4	IS5_108	198789	200286	+	IS5	1497	AJ7	AJ7_3
210	AJ7_3_IS_5	IS5_108	201928	203425	+	IS5	1497	AJ7	AJ7_3
213	AJ7_3_IS_6	IS110_184	291554	292703	-	IS110	1149	AJ7	AJ7_3
216	AJ7_3_IS_7	IS5_108	340340	341837	+	IS5	1497	AJ7	AJ7_3
219	AJ7_3_IS_8	IS1182_100	1030032	1031564	+	IS1182	1532	AJ7	AJ7_3
222	AJ7_3_IS_9	IS21_67	1034692	1037121		IS21	2429	AJ7	AJ7_3
225	AJ7_3_IS_10	IS5_108	1037843	1039339		IS5	1496	AJ7	AJ7_3
228	AJ7_3_IS_11	IS21_67	1064719	1067151		IS21	2432	AJ7	AJ7_3
231	AJ7_3_IS_12	IS5_108	1141970	1143465		IS5	1495	AJ7	AJ7_3
234	AJ7_3_IS_13	IS6_292	1191989	1192803	+	IS6	814	AJ7	AJ7_3
237	AJ7_3_IS_14	IS6_292	1199877	1200695	-	IS6	818	AJ7	AJ7_3
240	AJ7_3_IS_15	IS5_108	1209879	1211376	+	IS5	1497	AJ7	AJ7_3
243	AJ7_3_IS_16	IS6_292	1213229	1214043	-	IS6	814	AJ7	AJ7_3
246	AJ7_4_IS_1	IS110_184	20756	24923	+	IS110	4167	AJ7	AJ7_4
249	AJ7_4_IS_2	IS3_271	25663	26879		IS3	1216	AJ7	AJ7_4
252	AJ7_4_IS_3	IS630_247	39428	40484	+	IS630	1056	AJ7	AJ7_4
255	AJ7_4_IS_4	IS1182_100	53605	55137		IS1182	1532	AJ7	AJ7_4
258	AJ7_4_IS_5	IS630_247	61409	62465		IS630	1056	AJ7	AJ7_4
261	AJ7_4_IS_6	IS3_168	64540	65770	+	IS3	1230	AJ7	AJ7_4
264	AJ7_4_IS_7	new_6	65938	69096	+	new	3158	AJ7	AJ7_4
267	AJ7_4_IS_8	IS5_108	80637	82132	-	IS5	1495	AJ7	AJ7_4
270	AJ7_4_IS_9	IS630_247	82524	83577		IS630	1053	AJ7	AJ7_4
273	AJ7_4_IS_10	IS481_240	88303	89789	-	IS481	1486	AJ7	AJ7_4
276	AJ7_4_IS_11	IS110_184	138250	142420		IS110	4170	AJ7	AJ7_4
279	AJ7_4_IS_12	IS1182_100	143289	144824		IS1182	1535	AJ7	AJ7_4
282	AJ7_4_IS_13	IS1634_37	151083	152973	+	IS1634	1890	AJ7	AJ7_4
285	AJ7_4_IS_14	IS5_108	160265	161760		IS5	1495	AJ7	AJ7_4
288	AJ7_4_IS_15	IS1634_37	162505	164395	+	IS1634	1890	AJ7	AJ7_4
291	AJ7_4_IS_16	IS256_92	167521	168934		IS256	1413	AJ7	AJ7_4
294	AJ7_4_IS_17	IS5_108	183218	184713	-	IS5	1495	AJ7	AJ7_4
297	AJ7_4_IS_18	IS110_208	233349	234693	-	IS110	1344	AJ7	AJ7_4
300	AJ7_4_IS_19	IS1182_100	234758	236290	-	IS1182	1532	AJ7	AJ7_4
303	AJ7_4_IS_20	new_6	238340	241497		new	3157	AJ7	AJ7_4
306	AJ7_4_IS_21	IS256_92	255200	256614	-	IS256	1414	AJ7	AJ7_4
309	AJ7_4_IS_22	IS256_92	258736	260149		IS256	1413	AJ7	AJ7_4
312	AJ7_4_IS_23	IS3_271	263828	265044		IS3	1216	AJ7	AJ7_4
315	AJ7_4_IS_24	IS5_108	267378	268881	+	IS5	1503	AJ7	AJ7_4
318	AJ7_4_IS_25	IS1380_105	270580	272253	-	IS1380	1673	AJ7	AJ7_4
321	AJ7_4_IS_26	IS3_271	276340	277555		IS3	1215	AJ7	AJ7_4
324	AJ7_4_IS_27	IS5_108	281638	283136		IS5	1498	AJ7	AJ7_4
327	AJ7_4_IS_28	IS1182_100	285315	286847	-	IS1182	1532	AJ7	AJ7_4
330	AJ7_4_IS_29	IS1182_100	322143	323677	-	IS1182	1534	AJ7	AJ7_4
333	AJ7_4_IS_30	IS110_208	341659	343410	+	IS110	1751	AJ7	AJ7_4
336	AJ7_4_IS_31	IS3_271	346579	347795	+	IS3	1216	AJ7	AJ7_4
339	AJ7_4_IS_32	IS110_208	354086	355456	-	IS110	1370	AJ7	AJ7_4
342	AJ7_4_IS_33	IS5_108	377653	379150		IS5	1497	AJ7	AJ7_4
345	AJ7_4_IS_34	IS630_247	397613	398669	+	IS630	1056	AJ7	AJ7_4
348	AJ7_4_IS_35	IS1634_37	412786	414676	+	IS1634	1890	AJ7	AJ7_4
351	AJ7_4_IS_36	IS5_108	415488	416985	-	IS5	1497	AJ7	AJ7_4
354	AJ7_4_IS_37	IS5_222	417215	418291	+	IS5	1076	AJ7	AJ7_4
357	AJ7_4_IS_38	IS5_222	427003	428079	+	IS5	1076	AJ7	AJ7_4
360	AJ7_4_IS_39	IS5_108	436498	437993	+	IS5	1495	AJ7	AJ7_4
363	AJ7_4_IS_40	IS1182_100	451112	452644	-	IS1182	1532	AJ7	AJ7_4
366	AJ7_4_IS_41	IS110_184	481956	486114		IS110	4158	AJ7	AJ7_4
369	AJ7_4_IS_42	IS3_271	486855	488071		IS3	1216	AJ7	AJ7_4
372	AJ7_5_IS_1	IS5_108	32445	33942	-	IS5	1497	AJ7	AJ7_5
375	AJ7_5_IS_2	IS6_292	36951	37775	-	IS6	824	AJ7	AJ7_5
378	AJ7_5_IS_3	IS3_239|IS3||protein:plasmid:133558	40125	41042	+	IS3	917	AJ7	AJ7_5
381	AJ7_5_IS_4	IS5_222	42419	43497	+	IS5	1078	AJ7	AJ7_5
384	AJ7_5_IS_5	IS5_222	51869	52947		IS5	1078	AJ7	AJ7_5
387	AJ7_5_IS_6	IS6_292	55133	55957		IS6	824	AJ7	AJ7_5
390	AJ7_5_IS_7	IS5_108	87748	89244		IS5	1496	AJ7	AJ7_5
393	AJ7_5_IS_8	IS5_108	124274	125769	-	IS5	1495	AJ7	AJ7_5
396	AJ7_5_IS_9	IS3_271	129639	131038	-	IS3	1399	AJ7	AJ7_5
399	AJ7_5_IS_10	IS5_108	195378	196873	+	IS5	1495	AJ7	AJ7_5
402	AJ7_5_IS_11	IS110_208	228032	229372	+	IS110	1340	AJ7	AJ7_5
405	AJ7_5_IS_12	IS1182_71	233446	235113	+	IS1182	1667	AJ7	AJ7_5
408	AJ7_5_IS_13	IS110_184	250880	252187	-	IS110	1307	AJ7	AJ7_5
411	AJ7_5_IS_14	IS5_108	262642	264139	+	IS5	1497	AJ7	AJ7_5
414	AJ7_5_IS_15	IS6_292	265727	266559	+	IS6	832	AJ7	AJ7_5
417	AJ7_5_IS_16	IS6_292	273581	274398	+	IS6	817	AJ7	AJ7_5
420	AJ7_5_IS_17	IS5_108	290344	291843	+	IS5	1499	AJ7	AJ7_5
423	AJ7_5_IS_18	IS256_92	293164	294578		IS256	1414	AJ7	AJ7_5
426	AJ7_5_IS_19	IS6_303	302747	303555		IS6	808	AJ7	AJ7_5
429	AJ7_5_IS_20	IS5_108	305779	307277		IS5	1498	AJ7	AJ7_5
432	AJ7_5_IS_21	IS256_92	315929	317344	-	IS256	1415	AJ7	AJ7_5
435	AJ7_5_IS_22	IS3_168	317529	318823	+	IS3	1294	AJ7	AJ7_5
438	AJ7_5_IS_23	IS5_108	326587	328082	+	IS5	1495	AJ7	AJ7_5
441	AJ7_5_IS_24	IS4_169	332135	334074	+	IS4	1939	AJ7	AJ7_5
444	AJ7_5_IS_25	IS110_184	333618	335105	+	IS110	1487	AJ7	AJ7_5
447	AJ7_5_IS_26	IS256_92	337248	338661		IS256	1413	AJ7	AJ7_5
450	AJ7_5_IS_27	IS6_303	339883	340691	+	IS6	808	AJ7	AJ7_5
453	AJ7_5_IS_28	IS6_303	348165	349632	+	IS6	1467	AJ7	AJ7_5
456	AJ7_5_IS_29	IS6_292	349180	350172	+	IS6	992	AJ7	AJ7_5
459	AJ7_5_IS_30	IS5_222	372182	373231	+	IS5	1049	AJ7	AJ7_5
0	GP6_1_IS_1	IS110_208	195656	196997	-	IS110	1341	GP6	GP6_1
3	GP6_1_IS_2	IS3_239|IS3||protein:plasmid:133558	240976	242350	+	IS3	1374	GP6	GP6_1
6	GP6_1_IS_3	IS110_208	244335	245675		IS110	1340	GP6	GP6_1
9	GP6_14_IS_1	IS3_271	96136	97702	-	IS3	1566	GP6	GP6_14
12	GP6_18_IS_1	IS3_239|IS3||protein:plasmid:133558	38119	39586	-	IS3	1467	GP6	GP6_18
15	GP6_27_IS_1	IS110_208	36862	38202		IS110	1340	GP6	GP6_27
18	GP6_27_IS_2	IS110_208	51802	53143	+	IS110	1341	GP6	GP6_27
21	GP6_27_IS_3	IS110_208	221041	222380		IS110	1339	GP6	GP6_27
24	GP6_3_IS_1	IS5_279	36151	37058	+	IS5	907	GP6	GP6_3
27	GP6_3_IS_2	IS5_302	351448	352307	-	IS5	859	GP6	GP6_3
30	GP6_5_IS_1	IS110_208	183559	184900	-	IS110	1341	GP6	GP6_5
33	GP6_5_IS_2	IS6_303	199739	200479	+	IS6	740	GP6	GP6_5
36	GP6_5_IS_3	IS6_303	203082	203903	+	IS6	821	GP6	GP6_5
39	GP6_5_IS_4	IS6_303	224180	225265	+	IS6	1085	GP6	GP6_5
42	GP6_5_IS_5	IS3_271	303377	304249	-	IS3	872	GP6	GP6_5
45	GP6_6_IS_1	new_36	55252	58936	+	new	3684	GP6	GP6_6
48	GP6_7_IS_1	IS3_271	37477	38658		IS3	1181	GP6	GP6_7
51	GP6_7_IS_2	IS3_271	125332	126515	+	IS3	1183	GP6	GP6_7
54	GP6_7_IS_3	IS3_239|IS3||protein:plasmid:133558	129969	132030	-	IS3	2061	GP6	GP6_7
57	GP6_7_IS_4	IS3_271	158644	159822		IS3	1178	GP6	GP6_7
60	GP6_7_IS_5	IS6_292	160507	161320	-	IS6	813	GP6	GP6_7
0	FI8_1_IS_1	IS1182_100	288421	290003	+	IS1182	1582	FI8	FI8_1
3	FI8_1_IS_2	IS5_279	892398	893249	+	IS5	851	FI8	FI8_1
6	FI8_1_IS_3	IS5_279	1356643	1357478		IS5	835	FI8	FI8_1
9	FI8_1_IS_4	IS6_303	1951435	1952600	+	IS6	1165	FI8	FI8_1
12	FI8_1_IS_5	IS5_279	3072641	3073476	-	IS5	835	FI8	FI8_1
15	FI8_1_IS_6	IS5_279	3080624	3081459		IS5	835	FI8	FI8_1
18	FI8_2_IS_1	IS5_222	7254	17784	+	IS5	10530	FI8	FI8_2
21	FI8_2_IS_2	IS6_292	119534	120351	+	IS6	817	FI8	FI8_2
24	FI8_2_IS_3	IS6_303	123153	123966	-	IS6	813	FI8	FI8_2
27	FI8_2_IS_4	IS6_292	129772	130589	-	IS6	817	FI8	FI8_2
30	FI8_2_IS_5	IS6_292	241041	241858	+	IS6	817	FI8	FI8_2
33	FI8_2_IS_6	IS5_447	317425	318262	+	IS5	837	FI8	FI8_2
36	FI8_2_IS_7	IS5_447	318749	319586		IS5	837	FI8	FI8_2
39	FI8_2_IS_8	IS5_222	601006	611532		IS5	10526	FI8	FI8_2
0	AM7_3_IS_1	IS5_302	2357626	2358461		IS5	835	AM7	AM7_3
3	AM7_3_IS_2	IS5_302	3505064	3505900	-	IS5	836	AM7	AM7_3
0	AL9_1_IS_1	IS3_271	108764	109980	-	IS3	1216	AL9	AL9_1
3	AL9_1_IS_2	IS91_83	894596	895517	-	IS91	921	AL9	AL9_1
6	AL9_1_IS_3	IS3_204	1392795	1394049	-	IS3	1254	AL9	AL9_1
9	AL9_1_IS_4	IS3_271	1395543	1396755		IS3	1212	AL9	AL9_1
12	AL9_1_IS_5	IS3_239|IS3||protein:plasmid:133558	1398139	1399691	-	IS3	1552	AL9	AL9_1
15	AL9_1_IS_6	IS5_222	1433896	1435033	-	IS5	1137	AL9	AL9_1
18	AL9_1_IS_7	IS256_128	1436286	1437650	-	IS256	1364	AL9	AL9_1
21	AL9_1_IS_8	IS3_271	1439633	1440849	-	IS3	1216	AL9	AL9_1
24	AL9_1_IS_9	IS3_271	1605534	1606749	-	IS3	1215	AL9	AL9_1
27	AL9_1_IS_10	IS3_271	1848524	1849737		IS3	1213	AL9	AL9_1
30	AL9_1_IS_11	IS5_222	1860127	1861260	-	IS5	1133	AL9	AL9_1
33	AL9_1_IS_12	IS1182_71	1924578	1926267	-	IS1182	1689	AL9	AL9_1
36	AL9_1_IS_13	IS3_204	1926613	1927866		IS3	1253	AL9	AL9_1
39	AL9_1_IS_14	IS4_231	1943241	1944398	-	IS4	1157	AL9	AL9_1
40	AL9_1_IS_15	IS3_204	2121448	2122701		IS3	1253	AL9	AL9_1
43	AL9_1_IS_16	IS3_271	2122788	2124002	-	IS3	1214	AL9	AL9_1
46	AL9_1_IS_17	IS110_184	2217272	2218662		IS110	1390	AL9	AL9_1
49	AL9_1_IS_18	IS3_271	2262017	2263228		IS3	1211	AL9	AL9_1
52	AL9_1_IS_19	IS256_128	2379005	2380356		IS256	1351	AL9	AL9_1
55	AL9_1_IS_20	IS1182_100	2836285	2837869	-	IS1182	1584	AL9	AL9_1
58	AL9_1_IS_21	IS256_128	2854574	2855933		IS256	1359	AL9	AL9_1
61	AL9_1_IS_22	IS110_208	2860896	2862248	-	IS110	1352	AL9	AL9_1
64	AL9_1_IS_23	IS3_271	2862430	2863643		IS3	1213	AL9	AL9_1
67	AL9_1_IS_24	IS3_271	2878788	2880003	+	IS3	1215	AL9	AL9_1
70	AL9_1_IS_25	IS3_271	2941404	2942616		IS3	1212	AL9	AL9_1
73	AL9_1_IS_26	IS3_271	3006740	3007952		IS3	1212	AL9	AL9_1
76	AL9_1_IS_27	IS6_303	3017462	3018270	+	IS6	808	AL9	AL9_1
79	AL9_1_IS_28	IS3_271	3310972	3312183		IS3	1211	AL9	AL9_1
82	AL9_1_IS_29	IS256_128	3314431	3315791		IS256	1360	AL9	AL9_1
85	AL9_1_IS_30	IS110_170	3320506	3321483	-	IS110	977	AL9	AL9_1
88	AL9_1_IS_31	IS91_83	3448771	3450415	-	IS91	1644	AL9	AL9_1
91	AL9_1_IS_32	IS1182_71	3573856	3575520	+	IS1182	1664	AL9	AL9_1
94	AL9_1_IS_33	IS3_271	3600953	3602167		IS3	1214	AL9	AL9_1
97	AL9_1_IS_34	IS3_271	3641435	3642650		IS3	1215	AL9	AL9_1
100	AL9_1_IS_35	IS3_271	3724249	3725462		IS3	1213	AL9	AL9_1
103	AL9_1_IS_36	IS3_204	3766918	3768172	-	IS3	1254	AL9	AL9_1
106	AL9_1_IS_37	IS256_128	3782497	3783858		IS256	1361	AL9	AL9_1
109	AL9_1_IS_38	IS3_271	4413252	4414467		IS3	1215	AL9	AL9_1
112	AL9_1_IS_39	IS110_184	4469524	4470910	-	IS110	1386	AL9	AL9_1
115	AL9_1_IS_40	IS110_184	4486852	4488065	-	IS110	1213	AL9	AL9_1
118	AL9_1_IS_41	IS6_303	4503939	4504747		IS6	808	AL9	AL9_1
121	AL9_1_IS_42	IS6_303	4518326	4519133		IS6	807	AL9	AL9_1
124	AL9_1_IS_43	IS481_240	4536884	4537904	+	IS481	1020	AL9	AL9_1
127	AL9_1_IS_44	IS630_247	4541161	4542349	+	IS630	1188	AL9	AL9_1
130	AL9_1_IS_45	IS5_222	4547665	4548743	+	IS5	1078	AL9	AL9_1
133	AL9_1_IS_46	IS4_231	4548616	4549318		IS4	702	AL9	AL9_1
136	AL9_1_IS_47	IS3_204	4577828	4579077		IS3	1249	AL9	AL9_1
139	AL9_1_IS_48	IS256_128	4585327	4586688		IS256	1361	AL9	AL9_1
142	AL9_1_IS_49	IS6_292	4601127	4602018	-	IS6	891	AL9	AL9_1
145	AL9_1_IS_50	IS256_128	4604687	4606047		IS256	1360	AL9	AL9_1
148	AL9_1_IS_51	IS110_184	4637214	4638610		IS110	1396	AL9	AL9_1
151	AL9_1_IS_52	IS6_292	4641546	4642370	+	IS6	824	AL9	AL9_1
154	AL9_1_IS_53	IS5_222	4675507	4676632	+	IS5	1125	AL9	AL9_1
157	AL9_1_IS_54	IS6_303	4683380	4684188	+	IS6	808	AL9	AL9_1
160	AL9_1_IS_55	IS3_271	4709996	4711212	-	IS3	1216	AL9	AL9_1
163	AL9_1_IS_56	IS6_292	4723758	4724582	-	IS6	824	AL9	AL9_1
166	AL9_2_IS_1	IS256_128	112289	113650	-	IS256	1361	AL9	AL9_2
169	AL9_2_IS_2	IS3_271	315228	316439		IS3	1211	AL9	AL9_2
172	AL9_2_IS_3	IS3_239|IS3||protein:plasmid:133558	320043	322204	-	IS3	2161	AL9	AL9_2
175	AL9_2_IS_4	IS3_271	406067	407280		IS3	1213	AL9	AL9_2
178	AL9_2_IS_5	IS3_271	459327	460539		IS3	1212	AL9	AL9_2
181	AL9_2_IS_6	IS3_271	463113	464325		IS3	1212	AL9	AL9_2
184	AL9_2_IS_7	IS256_128	467341	468701		IS256	1360	AL9	AL9_2
187	AL9_2_IS_8	IS481_240	468638	469386	-	IS481	748	AL9	AL9_2
190	AL9_2_IS_9	IS6_292	501310	502134	+	IS6	824	AL9	AL9_2
193	AL9_2_IS_10	IS3_271	612376	613591	-	IS3	1215	AL9	AL9_2
196	AL9_2_IS_11	IS3_271	787384	788598		IS3	1214	AL9	AL9_2
199	AL9_4_IS_1	IS3_271	37926	39150	+	IS3	1224	AL9	AL9_4
202	AL9_5_IS_1	IS6_303	34069	34877	-	IS6	808	AL9	AL9_5
